evtime_ymd,evtime_hms,evlat,evlon,evdep,Mg
20081118,08322119,33.0722,244.0693,0.89,2.3
20081119,00545023,34.1332,242.9623,4.37,2.8
20081119,01323625,33.0723,244.0682,1.33,2.4
20081120,21172280,34.0033,243.0875,17.49,3.2
20081121,02111303,33.9528,242.2593,13.82,2.5
20081123,19394180,33.0843,243.7688,5.75,3.3
20081125,20070040,32.9865,244.4583,15.28,2.3
20081126,19004932,33.8483,242.296,10.07,3.1
20081129,02460250,33.3508,243.5713,13.58,2.3
20081130,21103708,32.6658,244.1392,9.09,2.7
20081203,06272827,32.6735,244.0707,9.07,2.8
20081204,16073174,32.953,244.4598,6.0,2.6
20081207,07070648,33.3718,243.59,13.6,2.5
20081209,10354218,34.167,242.5708,7.32,2.5
20081210,00292621,34.1632,242.6233,7.97,3.6
20081210,09402015,34.1432,243.5703,7.85,3.1
20081210,10053100,33.9895,243.301,17.92,2.4
20081211,01000156,33.2217,243.7913,13.65,2.4
20081212,02574638,33.4685,243.486,14.25,2.2
20081213,14284124,34.3347,243.124,9.03,2.8
20081216,18360948,34.0722,242.9798,14.05,2.3
20081229,06391031,33.9613,243.3955,11.04,2.5
20081231,09010629,33.011,243.7365,7.42,2.7
20090101,20520328,34.0473,243.1695,15.26,2.2
20090104,12344339,33.992,243.0455,5.67,2.8
20090109,03494627,34.1073,242.6958,14.22,4.4
20090109,04474029,34.0977,242.6943,15.13,3.3
20090111,01060008,34.3082,243.0845,7.0,3.6
20090114,10055455,33.7965,242.3615,4.3,2.4
20090119,01011363,33.9935,243.0447,9.2,2.4
20090119,01012441,33.9935,243.0418,10.13,2.7
20090121,07422686,33.163,244.3367,2.28,2.6
20090124,20474956,34.3053,243.083,5.72,2.9
20090205,21433568,33.4833,243.5095,15.56,2.3
20090212,16355276,33.1813,243.9723,12.43,2.4
20090214,18484436,32.6488,244.378,16.86,2.4
20090216,23102052,33.4575,243.101,11.25,2.4
20090218,19331440,33.9845,242.8685,12.54,2.3
20090219,02352603,33.311,243.5962,8.17,2.2
20090219,03290374,34.0947,242.5182,17.78,2.6
20090221,20041976,33.6375,243.2853,17.4,2.4
20090226,00033328,34.1342,243.1552,11.71,2.2
20090302,08064519,33.7375,242.5253,9.29,2.6
20090302,19481608,32.812,244.385,15.46,2.7
20090303,04301488,33.9653,242.2435,12.23,2.2
20090308,23071122,34.0557,243.2547,9.31,2.4
20090309,10053125,33.3093,243.5873,6.63,2.2
20090310,13412807,33.9677,242.2378,11.99,3.0
20090311,01173394,32.6717,243.9402,11.29,2.5
20090313,01370925,33.2017,244.4047,5.64,2.7
20090313,03422216,34.0163,242.8027,15.09,3.0
20090315,08545944,34.1085,242.6835,17.13,2.6
20090315,08554694,33.6715,243.2075,17.27,2.3
20090316,03161506,33.9963,243.3858,10.84,2.3
20090317,00130059,33.9667,242.244,12.08,2.3
20090317,01342179,33.966,242.2405,12.65,2.4
20090319,07321207,34.047,242.7477,10.66,2.2
20090319,12114578,33.7628,243.9823,1.58,2.8
20090321,11244604,33.2522,243.5615,3.76,3.3
20090321,15051521,33.3172,244.2682,4.72,2.3
20090321,20121896,33.3135,244.2705,4.72,3.1
20090321,20135416,33.3138,244.2688,4.33,2.2
20090321,20161904,33.3135,244.2665,4.96,2.8
20090321,20170326,33.3155,244.2677,4.71,3.3
20090321,20354866,33.3158,244.268,4.33,2.3
20090321,20400620,33.3128,244.2665,4.67,3.1
20090321,21013372,33.315,244.2712,4.74,2.3
20090322,05102185,34.161,242.4895,14.47,2.6
20090322,05513221,33.3118,244.265,4.42,2.5
20090323,08031633,33.3133,244.263,4.85,2.3
20090323,08063382,33.3112,244.2607,4.68,2.9
20090324,11554393,33.3172,244.2718,5.96,4.8
20090324,11582510,33.3185,244.2762,4.23,2.3
20090324,11590837,33.311,244.263,4.42,2.7
20090324,12015106,33.313,244.2678,4.46,2.6
20090324,12082950,33.3065,244.2588,4.96,2.4
20090324,12170094,33.3122,244.2627,4.24,2.8
20090324,13145103,33.316,244.2688,4.54,2.3
20090324,13492714,33.3152,244.2747,4.78,2.4
20090324,13525194,33.3138,244.2628,4.18,3.1
20090324,14535300,33.3108,244.2622,4.41,2.2
20090324,17463712,33.2987,244.2745,4.56,2.6
20090324,23431516,33.3068,244.2562,4.97,3.1
20090325,00302221,33.3042,244.2747,4.2,2.7
20090325,05220914,33.2883,244.2788,4.37,2.3
20090325,05505575,33.2905,244.277,4.13,3.0
20090325,06340017,33.2927,244.2815,4.58,2.2
20090325,07512301,33.29,244.2787,4.4,3.5
20090325,08002404,33.2932,244.2845,3.99,2.2
20090325,09052903,33.2915,244.2778,4.45,2.3
20090325,10294030,33.3035,244.2753,4.71,2.5
20090325,16511796,33.9635,242.24,13.44,2.2
20090325,19501908,33.3018,244.2788,4.34,2.3
20090325,19594410,33.292,244.2803,6.5,3.7
20090325,21003812,33.289,244.2755,4.87,2.5
20090326,00001411,33.2893,244.2768,6.76,2.5
20090326,00584995,33.2945,244.2797,4.24,2.6
20090326,03252198,33.293,244.2785,7.38,4.0
20090326,03255067,33.3012,244.2933,4.97,3.4
20090326,03360104,33.2875,244.2768,4.21,2.2
20090326,03533824,33.2867,244.2723,4.84,2.5
20090326,05123336,33.2893,244.2758,6.65,3.0
20090326,05160289,33.2913,244.271,4.91,2.6
20090326,07101762,33.2935,244.2815,5.74,2.4
20090326,08174954,33.2938,244.279,6.91,2.4
20090326,08463157,33.2872,244.2768,7.77,2.6
20090326,09300804,33.288,244.2785,7.27,2.5
20090326,10444400,33.2917,244.2777,7.54,2.9
20090326,14093988,33.2942,244.2857,4.07,2.7
20090326,14562649,33.2932,244.2832,3.93,2.8
20090327,00033010,33.292,244.2825,9.29,2.7
20090327,12174143,33.2978,244.2903,6.02,2.3
20090327,12263129,33.2912,244.2782,7.23,2.4
20090327,13150727,33.2957,244.2875,4.0,2.8
20090327,18040598,34.3432,243.5332,5.24,2.2
20090327,18251972,33.2952,244.283,4.05,2.4
20090327,18381088,33.296,244.2825,4.1,2.7
20090327,23593010,34.3443,243.5322,4.8,2.6
20090329,04294833,34.1992,242.4275,5.43,2.2
20090329,22340924,32.5938,244.207,6.0,2.4
20090330,03040431,33.9733,242.2527,11.46,2.2
20090330,21280424,33.2268,243.236,5.58,2.9
20090330,21431618,33.226,243.2388,5.75,2.3
20090331,13595983,32.5927,244.1995,4.18,2.5
20090331,22280986,33.2997,243.6643,14.31,2.3
20090404,04064415,33.3853,243.6697,12.61,2.5
20090407,14464234,33.884,243.1323,13.96,2.8
20090408,22034732,33.3172,244.2745,4.8,2.9
20090408,22040236,33.318,244.2773,4.11,3.5
20090408,22565440,33.3143,244.2657,4.08,2.3
20090409,19070684,33.3062,244.3103,8.66,2.3
20090409,20230788,33.2503,243.5658,3.78,3.0
20090409,21453068,33.1555,243.4378,14.26,3.4
20090409,21455392,33.1558,243.45,15.98,2.7
20090411,06162334,33.0097,244.2082,10.53,2.7
20090411,07152026,33.0127,244.206,8.94,2.3
20090411,15131416,33.9702,242.2418,11.39,2.7
20090412,02334972,33.9678,242.2392,11.89,2.7
20090414,17052436,32.9283,244.2705,14.74,2.5
20090416,17553112,33.25,243.5602,3.66,3.9
20090416,18161204,33.2523,243.551,2.88,2.8
20090417,00480865,33.1853,244.3877,2.98,2.6
20090417,04353483,33.1823,244.3985,2.48,2.7
20090417,04570150,33.1978,244.3597,5.19,3.8
20090421,08110309,34.1805,242.934,4.64,2.6
20090423,23562308,33.8935,242.2098,4.73,3.8
20090424,03025115,34.3243,243.2732,12.52,2.3
20090424,03275073,33.894,242.2108,4.23,4.0
20090424,03284554,33.8957,242.2178,4.12,2.6
20090424,04045122,33.8953,242.2145,4.54,2.5
20090425,00060517,33.8957,242.2142,4.03,3.0
20090425,01112015,33.1495,243.5012,5.53,2.3
20090425,12385396,34.0305,242.407,15.95,2.6
20090425,21530640,33.416,242.973,5.56,2.2
20090427,02280720,33.9778,242.2552,12.23,2.7
20090501,15462456,32.803,244.543,15.12,2.2
20090505,15431164,33.0468,243.565,5.53,2.5
20090508,05174416,33.3692,243.5867,14.3,2.6
20090512,03053872,34.1532,243.5655,5.54,2.2
20090512,10000953,33.7623,243.996,5.08,2.5
20090516,12121634,33.3042,243.7055,13.56,2.7
20090518,09334656,33.9753,242.2518,12.67,2.4
20090521,22054334,33.9748,243.0197,11.92,2.6
20090528,01261001,33.1838,244.3912,2.19,2.5
20090529,00533141,33.4563,243.4053,10.52,2.3
20090530,12285356,33.261,244.0145,5.53,2.4
20090531,13392279,33.2567,244.0147,4.43,2.4
20090601,09510606,33.2568,244.0127,5.29,2.7
20090602,02151075,34.0428,242.4392,8.48,2.4
20090604,03483465,33.6997,243.2385,16.66,2.2
20090605,07371231,33.4567,243.4027,9.18,2.6
20090605,13045532,32.9232,243.6438,8.43,2.5
20090607,12021808,34.0403,242.7545,15.98,2.7
20090612,00305578,33.2448,243.5653,2.35,2.5
20090613,19152494,33.162,244.35,4.01,2.7
20090613,19161176,33.1602,244.3687,2.09,2.3
20090614,04385806,33.1602,244.3517,3.39,2.8
20090614,04421544,33.1603,244.3532,3.05,3.0
20090614,05004044,33.1625,244.3585,4.48,3.3
20090614,06332754,33.167,244.3608,5.08,2.2
20090615,03594589,34.1388,242.5282,6.13,2.2
20090619,06275057,34.0298,242.4312,7.17,2.9
20090619,15303701,33.3768,243.597,13.44,3.2
20090619,15345478,33.3778,243.594,11.88,2.2
20090619,16200079,33.3762,243.589,11.22,2.5
20090619,21321624,32.6542,244.0843,7.49,3.3
20090620,12362790,34.4148,243.5163,7.55,2.3
20090621,14293341,34.1158,242.6762,17.61,3.3
20090625,03312843,33.0388,244.4343,12.84,2.7
20090627,11451243,33.9307,242.1828,17.55,2.6
20090629,12205372,34.1238,243.0338,5.03,2.2
20090701,10490182,34.1165,242.5632,6.08,2.3
20090702,18571898,33.1583,244.3588,2.52,2.3
20090703,08203312,32.9545,243.6745,13.37,2.4
20090704,02301504,34.2085,242.2467,10.94,2.7
20090704,05344797,33.4573,243.4022,10.57,2.2
20090706,23483918,34.0002,242.8133,17.21,2.3
20090707,00153351,33.9998,242.8127,17.05,2.2
20090707,03442532,34.3268,243.24,3.27,2.6
20090713,12300971,33.2182,243.9322,6.53,2.3
20090713,17371580,33.2777,243.9867,4.79,2.2
20090717,03511793,33.8437,242.1757,6.86,2.9
20090720,12102059,33.0995,243.7843,12.15,3.6
20090720,17183540,33.0458,243.563,5.57,2.5
20090721,13213429,33.1015,243.7873,6.58,2.9
20090721,13220454,33.099,243.7867,5.76,2.4
20090721,16164247,33.1022,243.7902,5.62,2.2
20090722,10364562,34.0313,243.679,5.53,2.4
20090723,00395274,34.0815,242.7248,13.8,2.5
20090726,04540359,33.633,243.281,14.04,3.5
20090726,05320442,32.6308,244.3367,14.47,2.2
20090729,01411438,33.1012,243.7783,5.6,2.3
20090731,17213752,32.5522,244.203,6.0,2.3
20090801,12555565,34.2587,242.6162,7.18,3.7
20090803,10425008,33.5255,243.2095,15.43,2.8
20090806,12460602,33.9955,243.0937,18.79,2.5
20090807,08533068,34.1405,242.5117,3.9,3.3
20090807,15182446,34.139,242.5098,4.68,2.5
20090807,15300971,34.1382,242.5082,3.41,2.5
20090812,14303910,33.8193,243.2632,17.4,2.9
20090812,23455524,33.098,243.7858,11.41,2.5
20090812,23490492,33.1,243.7862,8.46,3.5
20090814,13463709,33.7967,243.9067,5.56,2.3
20090814,15050196,33.7938,243.9115,5.6,2.6
20090815,20220070,34.0187,242.4037,5.11,2.3
20090816,05154514,34.176,243.5602,8.18,2.8
20090818,01482700,33.3552,243.567,11.61,2.6
20090818,01483337,33.3643,243.61,12.56,2.4
20090818,01494928,33.3395,243.7718,12.33,2.8
20090822,08380307,33.4043,242.9703,10.54,2.4
20090823,21595060,33.8775,243.1288,15.95,2.3
20090826,11535266,32.9358,243.9352,5.52,2.9
20090828,15202353,34.178,243.5637,10.35,2.6
20090829,08225722,33.4693,243.538,7.97,2.9
20090829,20090898,34.0327,242.4468,9.69,2.5
20090901,15271709,34.0315,243.0048,13.74,2.6
20090903,14025984,33.9233,242.1518,12.1,2.4
20090904,16202534,32.6155,244.2538,6.0,3.1
20090909,01383043,32.622,244.2498,6.0,2.8
20090911,22160104,34.3427,242.3905,9.2,2.3
20090914,23344756,34.224,242.523,9.32,2.2
20090915,00430187,34.0383,242.4075,4.02,2.8
20090916,02025525,32.6648,244.3297,4.07,2.4
20090921,07010278,33.7502,243.9553,3.6,2.7
20090922,23451734,33.7462,243.9568,3.79,2.2
20090924,07523123,32.7257,244.1642,1.26,2.4
20090924,07530836,32.702,244.1657,6.0,2.6
20090926,03134045,32.6052,244.2507,3.52,2.5
20090926,13505025,34.3823,242.3343,5.0,2.8
20090927,03414073,33.287,243.2568,9.54,2.5
20090930,15192198,33.7577,243.9245,5.52,2.4
20091001,05274666,33.3033,243.6093,13.53,2.3
20091002,21295888,33.1663,244.3517,2.2,2.2
20091004,14190933,32.9458,244.2532,11.42,2.9
20091005,03115977,33.1665,243.8848,13.74,2.9
20091006,02511348,32.723,244.1527,2.64,2.8
20091006,23414278,32.7133,244.1562,2.13,2.2
20091008,21173704,33.1927,244.4322,3.52,2.5
20091008,23141350,33.1938,244.4343,0.62,2.3
20091010,06384763,32.998,244.4133,14.46,3.4
20091010,15125308,33.2747,243.5475,3.49,2.3
20091011,15393342,34.035,242.4043,4.72,2.9
20091012,23312306,33.1663,244.3473,2.25,2.3
20091014,11311874,33.1617,243.9683,12.2,2.4
20091014,17550634,34.1695,242.4027,11.05,2.6
20091016,04443856,32.9927,244.4233,14.12,2.7
20091016,10033983,33.9755,243.0357,14.92,3.4
20091017,12051665,33.3442,243.6512,13.32,2.4
20091017,18524392,34.261,242.527,14.09,2.8
20091020,18563924,34.179,243.1782,5.29,2.4
20091021,13171636,34.1132,243.0857,9.8,3.2
20091024,00012879,33.3543,243.6338,12.46,2.6
20091029,15112256,34.1958,243.5707,5.62,2.2
20091030,13070104,33.7013,243.1713,15.79,2.3
20091101,06060114,32.664,244.3513,12.71,2.4
20091101,11425439,32.6627,244.3585,6.73,2.2
20091101,12465365,32.6783,244.3387,7.77,2.3
20091101,19283668,33.1658,244.3577,1.85,2.3
20091101,20465248,33.165,244.357,1.69,2.4
20091101,21235296,33.1585,244.3567,1.7,2.2
20091102,02515903,32.706,244.326,8.0,2.5
20091102,03042663,32.6575,244.3607,10.19,2.3
20091102,03551252,32.6618,244.3602,5.53,2.3
20091102,03562444,32.6768,244.3375,9.71,2.8
20091102,04003334,32.641,244.3672,4.59,2.5
20091102,04152746,32.6387,244.3573,4.01,3.0
20091102,18192432,32.6718,244.3478,7.16,3.0
20091102,18201560,32.6818,244.3347,4.76,2.5
20091102,18295322,32.6762,244.3447,7.66,2.5
20091102,19273176,32.6722,244.3493,7.61,4.1
20091102,19321730,32.667,244.3433,5.69,2.4
20091102,19340940,32.6617,244.3553,6.62,2.6
20091102,20182392,32.6712,244.345,8.18,3.2
20091102,21110944,32.6543,244.3628,6.0,3.0
20091102,21113836,32.6723,244.3352,4.72,2.8
20091102,22042644,32.6548,244.3672,7.3,2.3
20091102,23150756,32.664,244.3562,5.48,2.5
20091103,00250496,32.6628,244.3495,7.0,2.5
20091103,04550680,32.6693,244.333,4.58,2.2
20091103,04595567,32.648,244.334,7.49,2.7
20091103,05003994,32.6453,244.342,5.52,2.9
20091103,05262033,32.6785,244.3345,5.38,2.2
20091103,05262407,32.6202,244.3475,12.77,2.5
20091103,05301001,32.6673,244.3457,5.96,2.3
20091103,07365803,32.7132,244.1528,1.98,3.8
20091103,09362177,32.7233,244.1563,1.63,2.2
20091103,10544841,33.2528,243.581,5.74,2.4
20091103,10562935,32.6775,244.3437,5.17,3.6
20091103,10582315,32.6667,244.3435,4.83,2.2
20091103,13170479,32.68,244.3398,5.31,2.2
20091103,13253863,32.6703,244.3375,4.76,2.3
20091103,16504999,32.8607,244.0213,11.62,2.3
20091104,04121785,32.674,244.3413,6.59,2.2
20091104,04341973,32.6688,244.3395,4.81,2.8
20091104,04584037,32.6765,244.3292,4.71,2.7
20091104,04585216,32.6725,244.3232,3.29,2.5
20091104,05043255,32.668,244.3327,4.47,3.0
20091104,05072866,32.6792,244.3385,5.42,3.1
20091104,05173299,32.6803,244.335,5.03,2.7
20091104,05175839,32.6705,244.3338,2.28,2.5
20091104,05530884,32.6753,244.3462,5.04,2.8
20091104,07200708,32.6618,244.3393,3.73,3.3
20091104,07260057,32.6702,244.3362,4.73,2.2
20091104,08035239,32.6657,244.3383,5.11,2.2
20091104,08035484,32.6525,244.3495,3.43,2.2
20091104,14272194,33.2575,243.9713,4.46,2.2
20091105,07000141,33.549,244.0997,8.77,2.5
20091105,16472598,32.663,244.3508,7.39,2.2
20091105,22401396,33.2555,243.5837,4.62,2.3
20091106,06522366,33.9913,243.4187,10.96,2.4
20091108,11230056,32.6522,244.3557,5.03,2.4
20091108,13522141,32.654,244.3498,4.9,2.4
20091108,13531220,32.6565,244.358,5.08,2.2
20091108,13595125,32.6597,244.3482,4.96,2.7
20091108,16453550,32.6543,244.3607,5.41,2.4
20091108,18032116,33.8892,242.9355,16.62,2.2
20091109,14525104,32.6505,244.3647,5.12,2.4
20091110,19063832,33.9348,242.2162,12.14,2.4
20091111,03242339,33.2477,243.9478,3.9,3.6
20091112,07410506,33.839,243.1555,14.91,2.9
20091113,10113727,34.1643,242.5727,5.5,3.3
20091114,03323318,32.6442,244.364,7.62,2.2
20091114,10554499,34.012,242.8832,11.08,2.2
20091115,04310376,32.7087,244.2513,1.93,2.3
20091115,07542270,33.9137,242.941,13.49,3.3
20091116,13543412,33.4147,243.3655,7.95,3.6
20091117,22521340,33.1773,244.3922,1.53,3.2
20091117,23053698,33.1757,244.3918,1.38,3.3
20091117,23071632,33.1765,244.3948,1.69,3.1
20091118,00440060,33.1822,244.3885,2.1,3.4
20091118,00450259,33.1725,244.3913,0.44,3.3
20091118,10342718,33.1783,244.39,2.2,2.7
20091120,14270218,34.059,242.7442,16.22,2.5
20091122,15553166,34.3592,243.1085,3.13,3.6
20091122,15575742,34.3597,243.1088,3.46,2.4
20091124,13385509,33.0893,243.944,5.83,2.5
20091125,04125132,34.0025,242.8045,9.11,2.7
20091125,05503451,33.9995,242.8047,9.63,2.5
20091125,07121311,33.9828,243.6352,7.96,2.7
20091126,07095785,32.6668,244.3228,4.39,2.5
20091126,07104674,32.6638,244.3328,4.68,3.7
20091126,07171913,32.6707,244.3213,3.86,2.2
20091126,07331790,32.6657,244.3327,4.17,3.3
20091126,09341929,32.6702,244.3227,3.24,2.2
20091126,10105483,32.6715,244.3313,4.67,2.8
20091126,22054246,33.2568,243.5683,5.03,2.6
20091128,01322764,34.0087,243.1093,10.6,2.7
20091129,06542809,34.051,242.7102,13.65,3.0
20091130,06212199,34.0313,242.7575,16.13,2.3
20091130,15361650,32.649,244.3462,4.45,2.9
20091201,05493515,33.8705,242.136,11.1,2.2
20091202,13024660,33.2348,244.3257,0.56,2.4
20091203,17443728,33.2562,243.5652,4.8,2.9
20091203,18064840,33.0982,243.7848,5.6,2.2
20091204,12474184,32.673,244.3353,4.63,2.4
20091207,08023972,33.9898,243.0585,8.28,2.2
20091211,21052948,32.6317,244.3482,8.21,2.4
20091213,23454256,33.3512,243.7168,13.25,2.6
20091214,08161610,32.8308,244.3588,15.85,2.3
20091215,01032775,32.657,244.341,5.07,3.3
20091215,01351666,32.6298,244.3457,8.22,3.2
20091216,07555979,32.6473,244.3365,3.81,2.2
20091217,00430440,32.6535,244.3412,11.96,2.8
20091219,09591269,33.6657,243.245,15.0,2.5
20091219,18515840,33.356,243.6473,13.22,2.3
20091226,23020818,32.9477,244.0768,14.25,3.9
20091231,00175636,34.0142,242.8837,11.15,3.2
20100104,04355930,33.9998,243.7063,4.62,2.4
20100108,18501826,33.4653,243.5592,5.69,2.4
20100109,00072415,33.4623,243.557,3.11,2.6
20100109,17375604,33.2408,243.9495,3.69,2.3
20100111,23240028,33.9653,243.1228,10.21,3.1
20100111,23335252,33.9658,243.1225,10.75,3.2
20100112,01291694,32.7492,244.373,14.76,2.2
20100112,02360844,33.9663,243.1237,10.12,4.3
20100115,02013448,33.183,244.3948,2.48,3.0
20100115,02031491,33.1793,244.3982,2.64,2.2
20100115,02125693,33.1775,244.3943,1.71,3.4
20100115,02135213,33.1793,244.3917,1.74,3.5
20100115,23195352,34.0548,242.734,18.18,2.7
20100115,23254520,33.9645,243.1207,9.86,2.5
20100116,12032570,33.9322,242.9768,13.93,4.3
20100116,12064050,33.9315,242.9692,15.85,2.3
20100118,14475899,33.6838,243.2948,16.36,2.4
20100120,02335501,32.9903,243.6365,4.71,2.4
20100120,09152493,34.1933,242.4333,9.56,2.5
20100120,11514675,32.9902,243.6393,5.18,3.4
20100120,11525117,32.9948,243.6398,5.62,2.3
20100122,06522984,33.474,243.5348,12.07,2.4
20100122,07245629,33.4718,243.5293,10.83,2.6
20100122,07251230,33.4805,243.5428,9.72,2.4
20100123,13161680,33.1545,244.3597,1.76,2.6
20100123,13171701,33.1568,244.3535,2.6,3.0
20100123,13403415,33.1572,244.3568,1.64,2.5
20100124,22411996,33.924,243.4267,12.35,2.6
20100126,11073251,33.8707,243.1533,11.84,2.3
20100127,04551253,33.2998,243.687,12.34,2.6
20100127,09351914,34.03,242.7648,16.89,2.3
20100128,01020671,33.8992,242.222,0.62,2.3
20100202,13500089,33.1753,244.3953,2.1,2.3
20100204,10205201,33.9512,243.2723,19.45,2.8
20100205,15342186,33.6175,243.2815,18.48,2.3
20100206,03571286,32.751,244.3593,14.74,2.5
20100206,03574248,32.7797,244.3288,7.27,2.4
20100206,09122722,32.7588,244.3708,15.36,3.1
20100206,22525752,33.4123,243.3718,7.82,2.9
20100208,04414564,33.9465,243.3497,12.58,2.5
20100208,05160559,33.3528,243.5647,14.24,2.3
20100210,03482370,33.4793,243.4663,12.95,2.5
20100210,11274455,33.6913,243.1808,16.6,2.8
20100210,15421611,34.01,242.7925,15.65,2.3
20100211,21003226,34.1022,243.0012,10.89,2.3
20100212,10100249,34.1037,243.0028,11.96,2.2
20100213,02101938,33.3515,243.611,11.13,2.2
20100213,16343903,32.7087,243.9867,6.48,3.4
20100213,16483356,32.7087,243.9888,5.51,2.3
20100213,17030780,34.0007,242.8158,8.69,2.5
20100213,19380374,34.3945,243.5397,5.57,2.2
20100213,21390660,34.0045,242.8203,8.53,4.1
20100213,21413116,34.0005,242.814,9.97,2.4
20100213,21544088,34.0045,242.8135,9.45,2.5
20100213,22090352,34.0058,242.814,8.75,2.5
20100214,00011380,32.6867,243.992,13.47,3.1
20100214,06582714,33.2333,244.3005,3.23,3.0
20100214,19433714,34.0045,242.8067,7.55,2.2
20100214,19434344,34.0008,242.8077,5.29,2.4
20100215,03300684,34.0037,242.8053,8.38,2.3
20100216,09212821,34.0067,242.8132,8.28,2.6
20100216,14491315,33.5198,243.5013,6.34,2.7
20100216,18411746,34.0043,242.806,7.55,2.8
20100216,18425192,34.0032,242.805,6.17,2.6
20100217,05045439,34.0065,242.808,7.8,3.1
20100217,11245696,34.0092,242.8103,7.16,2.5
20100217,11374147,34.0077,242.8097,7.53,2.7
20100217,15233274,34.0075,242.8125,8.37,2.2
20100217,21355118,34.0067,242.809,8.08,3.3
20100217,22312136,34.0028,242.805,9.24,2.5
20100218,07411974,33.9613,243.2678,19.2,2.7
20100218,20221316,34.0087,242.812,7.01,2.7
20100218,20254632,34.0087,242.8112,7.26,2.4
20100219,00353179,34.0098,242.813,8.06,2.3
20100219,19534272,34.0105,242.8113,7.39,3.4
20100219,19542832,34.0123,242.8122,7.26,3.2
20100219,19562304,34.0147,242.8158,6.94,3.6
20100219,19571194,34.0133,242.811,7.8,2.5
20100219,19585664,34.0152,242.8118,7.75,2.5
20100219,19595766,34.0097,242.8092,8.19,2.3
20100219,20542944,34.0115,242.8155,7.27,2.4
20100220,04084638,34.0142,242.8122,8.08,3.0
20100220,04161050,34.0137,242.8103,8.08,2.7
20100220,15532249,34.0077,242.8105,7.95,2.2
20100220,17054328,34.0108,242.8117,8.77,2.3
20100220,18074588,34.011,242.8108,8.38,2.3
20100221,19392492,33.9993,242.806,8.01,2.5
20100223,01165044,34.0308,243.682,11.19,2.2
20100223,01202731,32.6178,244.242,8.6,2.3
20100223,13463823,33.3817,243.6838,12.63,2.7
20100301,06211167,32.7158,243.933,2.89,3.5
20100302,05573348,32.7135,243.9295,0.04,2.3
20100302,05585912,32.7117,243.9322,2.92,2.3
20100304,17325060,34.0858,243.5817,12.16,2.4
20100306,07002828,34.2897,243.5495,5.59,2.2
